Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 12(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 10(Clone);
4;Tile Right(Clone);SmallObstacle 1(Clone);
5;Tile Straight(Clone);SmallObstacle 2(Clone);
6;Tile Straight(Clone);Obstacle 3(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 7(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 4(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 13(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 6(Clone);
