Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 1(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 15(Clone);
4;Tile Straight(Clone);SmallObstacle 4(Clone);
5;Tile Right(Clone);Obstacle 3(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle 1(Clone);
12;;Obstacle 16(Clone);
13;;SmallObstacle 2(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 15(Clone);
