Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 10(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Left(Clone);SmallObstacle Empty(Clone);
4;Tile Straight(Clone);Obstacle 10(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 16(Clone);
7;goal;SmallObstacle 3(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 13(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 9(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 10(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 2(Clone);
