Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 11(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 2(Clone);
4;Tile Left(Clone);SmallObstacle 2(Clone);
5;Tile Right(Clone);SmallObstacle 3(Clone);
6;Tile Right(Clone);Obstacle 1(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 13(Clone);
9;;SmallObstacle 2(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 5(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 1(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 4(Clone);
