Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 6(Clone);
2;Tile Left(Clone);SmallObstacle 1(Clone);
3;Tile Straight(Clone);Obstacle 9(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);SmallObstacle 3(Clone);
6;Tile Right(Clone);Obstacle 12(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 15(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle 2(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 13(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 3(Clone);
