Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 9(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle 4(Clone);
4;Tile Left(Clone);Obstacle 8(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 15(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 10(Clone);
9;;SmallObstacle 3(Clone);
10;;SmallObstacle 1(Clone);
11;;Obstacle 5(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 10(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 2(Clone);
