Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 10(Clone);
2;Tile Right(Clone);SmallObstacle 4(Clone);
3;Tile Left(Clone);Obstacle 4(Clone);
4;Tile Left(Clone);SmallObstacle 2(Clone);
5;Tile Straight(Clone);Obstacle 12(Clone);
6;Tile Right(Clone);SmallObstacle 1(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 10(Clone);
9;;SmallObstacle 4(Clone);
10;;SmallObstacle 1(Clone);
11;;Obstacle 14(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 10(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
