Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Left(Clone);Obstacle 1(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 10(Clone);
6;Tile Right(Clone);SmallObstacle 3(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 7(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 15(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 9(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 16(Clone);
