Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 8(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle 1(Clone);
4;Tile Straight(Clone);Obstacle 14(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);SmallObstacle 3(Clone);
7;goal;Obstacle 11(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 4(Clone);
10;;SmallObstacle 4(Clone);
11;;Obstacle 7(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 5(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
