Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 3(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);SmallObstacle 1(Clone);
4;Tile Right(Clone);Obstacle 11(Clone);
5;Tile Right(Clone);SmallObstacle 4(Clone);
6;Tile Left(Clone);Obstacle 15(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 8(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 15(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 5(Clone);
13;;SmallObstacle 2(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
