Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 2(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 7(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 16(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 10(Clone);
9;;SmallObstacle 4(Clone);
10;;SmallObstacle 1(Clone);
11;;Obstacle 6(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 1(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 9(Clone);
