Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 1(Clone);
2;Tile Left(Clone);SmallObstacle 1(Clone);
3;Tile Right(Clone);Obstacle 13(Clone);
4;Tile Left(Clone);SmallObstacle 4(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Right(Clone);Obstacle 6(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 10(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 3(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 6(Clone);
