Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 8(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 7(Clone);
5;Tile Left(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);Obstacle 15(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 14(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 2(Clone);
11;;SmallObstacle 1(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 12(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 2(Clone);
