Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 4(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle 1(Clone);
5;Tile Straight(Clone);SmallObstacle 3(Clone);
6;Tile Left(Clone);Obstacle 7(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 7(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 10(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 13(Clone);
