Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 9(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 4(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 10(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 14(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 5(Clone);
11;;SmallObstacle Empty(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 4(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 1(Clone);
