Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 3(Clone);
2;Tile Straight(Clone);SmallObstacle 3(Clone);
3;Tile Left(Clone);Obstacle 10(Clone);
4;Tile Left(Clone);SmallObstacle 3(Clone);
5;Tile Straight(Clone);Obstacle 12(Clone);
6;Tile Right(Clone);SmallObstacle 2(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle 3(Clone);
10;;SmallObstacle 3(Clone);
11;;Obstacle 3(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 9(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 12(Clone);
