Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 2(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 9(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);SmallObstacle 3(Clone);
6;Tile Right(Clone);Obstacle 9(Clone);
7;goal;SmallObstacle 4(Clone);
8;;SmallObstacle 3(Clone);
9;;Obstacle 4(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 7(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 14(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 15(Clone);
