Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 9(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 16(Clone);
5;Tile Straight(Clone);SmallObstacle 4(Clone);
6;Tile Straight(Clone);Obstacle 10(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 9(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 11(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 2(Clone);
