Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 8(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 15(Clone);
4;Tile Right(Clone);SmallObstacle 2(Clone);
5;Tile Straight(Clone);SmallObstacle 3(Clone);
6;Tile Left(Clone);Obstacle 4(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 11(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 12(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 13(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 8(Clone);
