Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 9(Clone);
2;Tile Right(Clone);SmallObstacle 4(Clone);
3;Tile Straight(Clone);Obstacle 16(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle 4(Clone);
7;goal;Obstacle 4(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 4(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 8(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 9(Clone);
