Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 9(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle 3(Clone);
4;Tile Right(Clone);Obstacle 2(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 10(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 3(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle 1(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
