Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 1(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);SmallObstacle Empty(Clone);
4;Tile Left(Clone);Obstacle 4(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 14(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 10(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 7(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 2(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 9(Clone);
