Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);SmallObstacle 2(Clone);
4;Tile Right(Clone);Obstacle 16(Clone);
5;Tile Right(Clone);SmallObstacle 3(Clone);
6;Tile Straight(Clone);SmallObstacle 3(Clone);
7;goal;Obstacle 6(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 1(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 14(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
