Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 13(Clone);
2;Tile Left(Clone);SmallObstacle 1(Clone);
3;Tile Right(Clone);Obstacle 16(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 8(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 14(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 12(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 3(Clone);
13;;SmallObstacle 4(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 1(Clone);
