Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 3(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Right(Clone);Obstacle 5(Clone);
4;Tile Right(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 2(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 9(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 14(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 6(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 16(Clone);
