Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 8(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle Empty(Clone);
4;Tile Straight(Clone);Obstacle 16(Clone);
5;Tile Right(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);Obstacle 16(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 12(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 15(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 13(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 2(Clone);
