Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 8(Clone);
2;Tile Left(Clone);SmallObstacle 2(Clone);
3;Tile Right(Clone);SmallObstacle 3(Clone);
4;Tile Right(Clone);Obstacle 5(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 15(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 2(Clone);
10;;SmallObstacle 3(Clone);
11;;Obstacle 9(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 9(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 2(Clone);
