Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 13(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle 4(Clone);
4;Tile Straight(Clone);Obstacle 8(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Right(Clone);Obstacle 3(Clone);
7;goal;SmallObstacle 4(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 16(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 16(Clone);
