Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 1(Clone);
5;Tile Left(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 6(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 7(Clone);
11;;SmallObstacle 1(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 16(Clone);
