Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 9(Clone);
2;Tile Right(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 12(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 16(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 4(Clone);
9;;SmallObstacle 4(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 15(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 10(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 12(Clone);
