Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 16(Clone);
2;Tile Right(Clone);SmallObstacle 2(Clone);
3;Tile Straight(Clone);Obstacle 16(Clone);
4;Tile Straight(Clone);SmallObstacle 4(Clone);
5;Tile Left(Clone);Obstacle 6(Clone);
6;Tile Left(Clone);SmallObstacle 2(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle 4(Clone);
9;;Obstacle 16(Clone);
10;;SmallObstacle Empty(Clone);
11;;SmallObstacle 4(Clone);
12;;Obstacle 9(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 3(Clone);
