Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 2(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 10(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 15(Clone);
7;goal;SmallObstacle 2(Clone);
8;;SmallObstacle 1(Clone);
9;;Obstacle 6(Clone);
10;;SmallObstacle 1(Clone);
11;;Obstacle 10(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 10(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
