Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 11(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle 1(Clone);
4;Tile Right(Clone);Obstacle 4(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 14(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle 3(Clone);
10;;Obstacle 14(Clone);
11;;SmallObstacle 1(Clone);
12;;Obstacle 5(Clone);
13;;SmallObstacle 3(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 16(Clone);
