Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 11(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 15(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);SmallObstacle 2(Clone);
6;Tile Straight(Clone);Obstacle 16(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 7(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 15(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
