Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 3(Clone);
2;Tile Straight(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 13(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 6(Clone);
6;Tile Right(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 4(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle 3(Clone);
13;;Obstacle 14(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 1(Clone);
