Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 3(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 13(Clone);
4;Tile Straight(Clone);SmallObstacle 1(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 11(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 14(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 11(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 8(Clone);
