Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 9(Clone);
2;Tile Right(Clone);SmallObstacle 2(Clone);
3;Tile Straight(Clone);SmallObstacle 3(Clone);
4;Tile Straight(Clone);Obstacle 8(Clone);
5;Tile Right(Clone);SmallObstacle 4(Clone);
6;Tile Left(Clone);Obstacle 6(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 9(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 12(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 13(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 3(Clone);
