Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 8(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle 2(Clone);
5;Tile Left(Clone);Obstacle 9(Clone);
6;Tile Left(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 9(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 16(Clone);
10;;SmallObstacle 3(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 13(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 12(Clone);
