Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 13(Clone);
2;Tile Right(Clone);SmallObstacle 3(Clone);
3;Tile Right(Clone);SmallObstacle Empty(Clone);
4;Tile Left(Clone);Obstacle 6(Clone);
5;Tile Straight(Clone);SmallObstacle 1(Clone);
6;Tile Straight(Clone);Obstacle 13(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 5(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 1(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 15(Clone);
