Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 4(Clone);
2;Tile Straight(Clone);SmallObstacle 3(Clone);
3;Tile Right(Clone);SmallObstacle Empty(Clone);
4;Tile Right(Clone);Obstacle 1(Clone);
5;Tile Left(Clone);SmallObstacle 3(Clone);
6;Tile Straight(Clone);Obstacle 10(Clone);
7;goal;SmallObstacle 4(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 3(Clone);
11;;SmallObstacle 3(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 3(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 1(Clone);
