Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 8(Clone);
2;Tile Left(Clone);SmallObstacle 1(Clone);
3;Tile Left(Clone);Obstacle 12(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle 3(Clone);
6;Tile Right(Clone);Obstacle 2(Clone);
7;goal;SmallObstacle 1(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 10(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 9(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 16(Clone);
