Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 4(Clone);
2;Tile Straight(Clone);SmallObstacle 3(Clone);
3;Tile Left(Clone);Obstacle 8(Clone);
4;Tile Left(Clone);SmallObstacle 2(Clone);
5;Tile Right(Clone);Obstacle 3(Clone);
6;Tile Right(Clone);SmallObstacle 4(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 1(Clone);
9;;SmallObstacle Empty(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 3(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 7(Clone);
14;;SmallObstacle 1(Clone);
15;;Obstacle 1(Clone);
