Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 1(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 15(Clone);
4;Tile Right(Clone);SmallObstacle 3(Clone);
5;Tile Left(Clone);SmallObstacle 2(Clone);
6;Tile Straight(Clone);Obstacle 1(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 15(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 16(Clone);
11;;SmallObstacle 1(Clone);
12;;SmallObstacle 4(Clone);
13;;Obstacle 8(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 16(Clone);
