Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 1(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);Obstacle 11(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Straight(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 12(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 3(Clone);
9;;SmallObstacle 4(Clone);
10;;Obstacle 9(Clone);
11;;SmallObstacle 2(Clone);
12;;Obstacle 10(Clone);
13;;SmallObstacle 4(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 3(Clone);
