Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 16(Clone);
2;Tile Straight(Clone);SmallObstacle 4(Clone);
3;Tile Right(Clone);Obstacle 16(Clone);
4;Tile Left(Clone);SmallObstacle Empty(Clone);
5;Tile Right(Clone);Obstacle 9(Clone);
6;Tile Left(Clone);SmallObstacle 3(Clone);
7;goal;Obstacle 16(Clone);
8;;SmallObstacle 1(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 9(Clone);
11;;SmallObstacle Empty(Clone);
12;;Obstacle 16(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 7(Clone);
