Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 1(Clone);
2;Tile Left(Clone);SmallObstacle 2(Clone);
3;Tile Straight(Clone);Obstacle 11(Clone);
4;Tile Left(Clone);SmallObstacle 2(Clone);
5;Tile Straight(Clone);SmallObstacle 4(Clone);
6;Tile Right(Clone);Obstacle 15(Clone);
7;goal;SmallObstacle Empty(Clone);
8;;Obstacle 16(Clone);
9;;SmallObstacle 2(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 12(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 14(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 4(Clone);
