Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 13(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Straight(Clone);Obstacle 3(Clone);
4;Tile Straight(Clone);SmallObstacle 4(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Left(Clone);Obstacle 8(Clone);
7;goal;SmallObstacle 3(Clone);
8;;Obstacle 13(Clone);
9;;SmallObstacle Empty(Clone);
10;;Obstacle 8(Clone);
11;;SmallObstacle 3(Clone);
12;;Obstacle 3(Clone);
13;;SmallObstacle Empty(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 6(Clone);
