Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 15(Clone);
2;Tile Right(Clone);SmallObstacle 4(Clone);
3;Tile Straight(Clone);SmallObstacle 3(Clone);
4;Tile Left(Clone);Obstacle 4(Clone);
5;Tile Right(Clone);SmallObstacle Empty(Clone);
6;Tile Straight(Clone);Obstacle 4(Clone);
7;goal;SmallObstacle 1(Clone);
8;;Obstacle 12(Clone);
9;;SmallObstacle 4(Clone);
10;;SmallObstacle 2(Clone);
11;;Obstacle 10(Clone);
12;;SmallObstacle 1(Clone);
13;;Obstacle 11(Clone);
14;;SmallObstacle 3(Clone);
15;;Obstacle 16(Clone);
