Number;Tile;Obstacle;

1;Tile Left(Clone);Obstacle 8(Clone);
2;Tile Left(Clone);SmallObstacle Empty(Clone);
3;Tile Right(Clone);SmallObstacle 2(Clone);
4;Tile Right(Clone);Obstacle 1(Clone);
5;Tile Straight(Clone);SmallObstacle 2(Clone);
6;Tile Straight(Clone);SmallObstacle Empty(Clone);
7;goal;Obstacle 12(Clone);
8;;SmallObstacle Empty(Clone);
9;;Obstacle 3(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 16(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 9(Clone);
14;;SmallObstacle 2(Clone);
15;;Obstacle 2(Clone);
