Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 6(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 8(Clone);
4;Tile Left(Clone);SmallObstacle 2(Clone);
5;Tile Straight(Clone);Obstacle 4(Clone);
6;Tile Right(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 8(Clone);
9;;SmallObstacle 3(Clone);
10;;SmallObstacle Empty(Clone);
11;;Obstacle 1(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 16(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 3(Clone);
