Number;Tile;Obstacle;

1;Tile Right(Clone);Obstacle 7(Clone);
2;Tile Straight(Clone);SmallObstacle 2(Clone);
3;Tile Left(Clone);Obstacle 5(Clone);
4;Tile Straight(Clone);SmallObstacle Empty(Clone);
5;Tile Left(Clone);Obstacle 5(Clone);
6;Tile Right(Clone);SmallObstacle 1(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 2(Clone);
9;;SmallObstacle 1(Clone);
10;;Obstacle 8(Clone);
11;;SmallObstacle 4(Clone);
12;;SmallObstacle Empty(Clone);
13;;Obstacle 14(Clone);
14;;SmallObstacle Empty(Clone);
15;;Obstacle 6(Clone);
