Number;Tile;Obstacle;

1;Tile Straight(Clone);Obstacle 16(Clone);
2;Tile Straight(Clone);SmallObstacle Empty(Clone);
3;Tile Left(Clone);Obstacle 1(Clone);
4;Tile Right(Clone);SmallObstacle 1(Clone);
5;Tile Left(Clone);Obstacle 14(Clone);
6;Tile Right(Clone);SmallObstacle Empty(Clone);
7;goal;SmallObstacle 2(Clone);
8;;Obstacle 14(Clone);
9;;SmallObstacle 2(Clone);
10;;Obstacle 7(Clone);
11;;SmallObstacle 3(Clone);
12;;SmallObstacle 2(Clone);
13;;Obstacle 5(Clone);
14;;SmallObstacle 4(Clone);
15;;Obstacle 2(Clone);
